song,artist,total_phrase,phrase_count,lyric
in da hood,50 cent,51,37,'Cause I throw diamonds, shot that fifth in the hood
in da hood,50 cent,51,38,That's what you get for talkin' all that shit in the hood
in da hood,50 cent,51,39,Yeah I'm still a minor, remember this
in da hood,50 cent,51,40,Everything Brooklyn choppy broads still behind ya
in da hood,50 cent,51,41,Brooklyn to Compton it's all good
in da hood,50 cent,51,42,Get robbed, get shot, shit is poppin' in the hood
in da hood,50 cent,51,43,I still be riding through the 'hood
in da hood,50 cent,51,44,Into Compton, it's all good
in da hood,50 cent,51,45,From Southside Queens to Inglewood
in da hood,50 cent,51,46,We representin' like we should
in da hood,50 cent,51,47,I still be riding through the 'hood
in da hood,50 cent,51,48,Into Compton, it's all good
in da hood,50 cent,51,49,From Southside Queens to Inglewood
in da hood,50 cent,51,50,We representin' like we should
hold on,50 cent,66,0,I woke up this morning, this is insane
hold on,50 cent,66,1,Rich as a motherfucker and ain't much changed
hold on,50 cent,66,2,Open my eyes, no suprise, I'm with a different bitch
hold on,50 cent,66,3,Different day, different ass, different tits
hold on,50 cent,66,4,Strap under my pillow, I don't want the jit
hold on,50 cent,66,5,I'm not supposed to do this shit, but I forget
hold on,50 cent,66,6,The true principles of life are supply and demand
hold on,50 cent,66,7,Guess if you never sold dope it's hard to understand
hold on,50 cent,66,8,My man got knowledge of self, at my back God
hold on,50 cent,66,9,Find out today's mathematics when that Mac go off
hold on,50 cent,66,10,My temper volatile, grew up a violent child
hold on,50 cent,66,11,Fuck a boy scout, I air your ass out
hold on,50 cent,66,12,Nigga, nice chain, dice game, try your luck
hold on,50 cent,66,13,Shoot a couple head cracks, leave while you up
hold on,50 cent,66,14,I'm a fly nigga, my denim vintage
hold on,50 cent,66,15,Gold medal around my neck like I won the Olympics
hold on,50 cent,66,16,We came from nothing, now they saying we straight
hold on,50 cent,66,17,Nigga, hold up, hold on
hold on,50 cent,66,18,Hold on
hold on,50 cent,66,19,These niggas, they watching every dime we make
hold on,50 cent,66,20,Hold up, hold on
hold on,50 cent,66,21,Hold on
hold on,50 cent,66,22,We want that deluxe apartment in the sky with a clear view
hold on,50 cent,66,23,Instead we get the D's in the rear view
hold on,50 cent,66,24,We learn to play the game how it's supposed to be played
hold on,50 cent,66,25,And so you know, you violate, you supposed to be sprayed
hold on,50 cent,66,26,It's not a big deal to me, stay calm
hold on,50 cent,66,27,I'll shoot the shit out of a nigga, then call it Barrel Bonds
hold on,50 cent,66,28,But, if I don't do this shit myself, bet I'll get it done
hold on,50 cent,66,29,Shit on my nigga, you shit on me, we of one
hold on,50 cent,66,30,Used to do graffiti, now look we major
hold on,50 cent,66,31,Don't make me write my name across your face with a razor
hold on,50 cent,66,32,Re-Up, no joke, they say theyis sample the bomb
hold on,50 cent,66,33,This shit can take a two and we cut this bitch with a one
hold on,50 cent,66,34,Watch the fiends stand in line for the potency
hold on,50 cent,66,35,No lactose involved, pure coco leaf
hold on,50 cent,66,36,You can sniff that or cook that to my belief
hold on,50 cent,66,37,That money coming in like we run the streets
hold on,50 cent,66,38,We came from nothing, now they saying we straight
hold on,50 cent,66,39,Nigga, hold up, hold on
hold on,50 cent,66,40,Hold on
hold on,50 cent,66,41,These niggas, they watching every dime we make
hold on,50 cent,66,42,Hold up, hold on
hold on,50 cent,66,43,Hold on
hold on,50 cent,66,44,This shit go how I said, go when it's time to expand
hold on,50 cent,66,45,So say it's over your dead body and that's the plan
hold on,50 cent,66,46,You a gangster for real, you ready to ride?
hold on,50 cent,66,47,Nigga, you gonna die a bad case of too much pride
hold on,50 cent,66,48,Check my DNA, homie I'm a different kind
hold on,50 cent,66,49,Hit the speed dial, that quick I'll get ya lined
hold on,50 cent,66,50,We don't want your block, just cop your work from us
hold on,50 cent,66,51,Those niggas you call allies can't be trust
hold on,50 cent,66,52,That Rollie all gold, I got the Midas touch
hold on,50 cent,66,53,Sometimes it's hard as hell not to touch stuff
hold on,50 cent,66,54,On the phone I heard 'Ye smacked the shit outta a kid
hold on,50 cent,66,55,Now Jimmy got life, go smack him again
hold on,50 cent,66,56,When it's war, it will be war to the bitter end
hold on,50 cent,66,57,If they ever say we lose, I start it again
hold on,50 cent,66,58,Let's sneak the niggas spray that Semi at your momma crib
hold on,50 cent,66,59,With a silencer we couldn't even hear that shit
hold on,50 cent,66,60,We came from nothing, now they saying we straight
hold on,50 cent,66,61,Nigga, hold up, hold on
hold on,50 cent,66,62,Hold on
hold on,50 cent,66,63,These niggas, they watching every dime we make
hold on,50 cent,66,64,Hold up, hold on
hold on,50 cent,66,65,Hold on
hollywood,connie francis,29,0,Whose jalopy is covered with junk
hollywood,connie francis,29,1,But don't have any money for lunch?
hollywood,connie francis,29,2,It's Hollywood, it's Hollywood
hollywood,connie francis,29,3,Who's the local star
hollywood,connie francis,29,4,With the big, fine car?
hollywood,connie francis,29,5,It's Hollywood
hollywood,connie francis,29,6,Who wears the shady glasses after dark?
hollywood,connie francis,29,7,Who tries to talk the little girlie's into parking?
hollywood,connie francis,29,8,It's Hollywood, Hollywood
hollywood,connie francis,29,9,Who's the local yokel with
hollywood,connie francis,29,10,The horn rimmed bifocals?
hollywood,connie francis,29,11,It's Hollywood
hollywood,connie francis,29,12,Go, go, go
hollywood,connie francis,29,13,Who else would hold a cigarette like that?
hollywood,connie francis,29,14,Who else would wear a little Frenchy's hat?
hollywood,connie francis,29,15,No one but Hollywood, Hollywood
hollywood,connie francis,29,16,Who thinks he's been around
hollywood,connie francis,29,17,But ain't never been out of town?
hollywood,connie francis,29,18,It's Hollywood
hollywood,connie francis,29,19,I'll give you just one little guess
hollywood,connie francis,29,20,At who old Hollywood's trying to impress
hollywood,connie francis,29,21,You're right, it's Hollywood, Hollywood
hollywood,connie francis,29,22,Who's that farmer
hollywood,connie francis,29,23,Who think he's a charmer?
hollywood,connie francis,29,24,It's Hollywood
hollywood,connie francis,29,25,Yeah, it's Hollywood all right
hollywood,connie francis,29,26,Here Hollywood, here's a quarter
hollywood,connie francis,29,27,Go buy yourself some, ah, continental pants
hollywood,connie francis,29,28,Ascot, cigarette holder etc, etc
marching bands of manhattan,death cab for cutie,36,0,If I could open my arms
marching bands of manhattan,death cab for cutie,36,1,And span the length of the isle of Manhattan
marching bands of manhattan,death cab for cutie,36,2,I'd bring it to where you are
marching bands of manhattan,death cab for cutie,36,3,Making a lake of the East River and Hudson
marching bands of manhattan,death cab for cutie,36,4,If I could open my mouth
marching bands of manhattan,death cab for cutie,36,5,Wide enough for a marching band to march out
marching bands of manhattan,death cab for cutie,36,6,They would make your name sing
marching bands of manhattan,death cab for cutie,36,7,And bend through allies and bounce off all the buildings
marching bands of manhattan,death cab for cutie,36,8,I wish we could open our eyes
marching bands of manhattan,death cab for cutie,36,9,To see in all directions at the same
marching bands of manhattan,death cab for cutie,36,10,Oh what a beautiful view
marching bands of manhattan,death cab for cutie,36,11,If you were never aware of what was around you
marching bands of manhattan,death cab for cutie,36,12,And it is true what you said
marching bands of manhattan,death cab for cutie,36,13,That I live like a hermit in my own head
marching bands of manhattan,death cab for cutie,36,14,But when the sun shines again
marching bands of manhattan,death cab for cutie,36,15,I'll pull the curtains and blinds to let the light in
marching bands of manhattan,death cab for cutie,36,16,Sorrow drips into your heart through a pin hole
marching bands of manhattan,death cab for cutie,36,17,Just like a faucet that leaks and there is comfort in the sound
marching bands of manhattan,death cab for cutie,36,18,But while you debate half empty and half full
marching bands of manhattan,death cab for cutie,36,19,It slowly rises, your love is gonna drown
marching bands of manhattan,death cab for cutie,36,20,Sorrow drips into your heart through a pin hole
marching bands of manhattan,death cab for cutie,36,21,Just like a faucet that leaks and there is comfort in the sound
marching bands of manhattan,death cab for cutie,36,22,But while you debate half empty and half full
marching bands of manhattan,death cab for cutie,36,23,It slowly rises, your love is gonna drown
marching bands of manhattan,death cab for cutie,36,24,Sorrow drips into your heart through a pin hole
marching bands of manhattan,death cab for cutie,36,25,Just like a faucet that leaks and there is comfort in the sound
marching bands of manhattan,death cab for cutie,36,26,But while you debate half empty and half full
marching bands of manhattan,death cab for cutie,36,27,It slowly rises, your love is gonna drown
marching bands of manhattan,death cab for cutie,36,28,Sorrow drips into your heart through a pin hole
marching bands of manhattan,death cab for cutie,36,29,Just like a faucet that leaks and there is comfort in the sound
marching bands of manhattan,death cab for cutie,36,30,But while you debate half empty and half full
marching bands of manhattan,death cab for cutie,36,31,It slowly rises, your love is gonna drown
marching bands of manhattan,death cab for cutie,36,32,Your love is gonna drown
marching bands of manhattan,death cab for cutie,36,33,Your love is gonna drown
marching bands of manhattan,death cab for cutie,36,34,Your love is gonna drown
marching bands of manhattan,death cab for cutie,36,35,Your love is gonna
coney island,death cab for cutie,5,0,Sitting on a carousel ride without any music or light. everything was closed at
coney island,death cab for cutie,5,1,Conney Island, and I could not help from smiling.
coney island,death cab for cutie,5,2,I can hear the atlantic echo back roller coaster screams from summers past.
coney island,death cab for cutie,5,3,And everything was closed at coney island, and I could not help from smiling.
coney island,death cab for cutie,5,4,Brooklyn will fill in the beach eventually and everyone will go except me.
zanzibar,billy joel,32,0,Ali dances and the audience applauds
zanzibar,billy joel,32,1,Though he's bathed in sweat he hasn't lost his style
zanzibar,billy joel,32,2,Ali don't you go downtown
zanzibar,billy joel,32,3,You gave away another round for free
zanzibar,billy joel,32,4,Me, I'm just another face at Zanzibar
zanzibar,billy joel,32,5,But the waitress always serves a secret smile
zanzibar,billy joel,32,6,She's waiting out in Shantytown
zanzibar,billy joel,32,7,She's gonna pull the curtains down for me, for me
zanzibar,billy joel,32,8,I've got the old man's car
zanzibar,billy joel,32,9,I've got a jazz guitar
zanzibar,billy joel,32,10,I've got a tab at Zanzibar
zanzibar,billy joel,32,11,Tonight that's where I'll be, I'll be
zanzibar,billy joel,32,12,Rose, he knows he's such a credit to the game
zanzibar,billy joel,32,13,But the Yankees grab the headline every time
zanzibar,billy joel,32,14,Melodrama's so much fun
zanzibar,billy joel,32,15,In black and white for everyone to see
zanzibar,billy joel,32,16,Me, I'm trying just to get to second base
zanzibar,billy joel,32,17,And I'd steal it if she only gave the sign
zanzibar,billy joel,32,18,She's gonna give the go head
zanzibar,billy joel,32,19,The inning isn't over yet for me, for me
zanzibar,billy joel,32,20,I've got the old man's car
zanzibar,billy joel,32,21,I've got a jazz guitar
zanzibar,billy joel,32,22,I've got a tab at Zanzibar
zanzibar,billy joel,32,23,Tonight that's where I'll be
zanzibar,billy joel,32,24,Tell the waitress I'll come back to Zanzibar
zanzibar,billy joel,32,25,I'll be hiding in the darkness with my beer
zanzibar,billy joel,32,26,She's waiting out in Shantytown
zanzibar,billy joel,32,27,She's gonna pull the curtains down for me, for me
zanzibar,billy joel,32,28,I've got the old man's car
zanzibar,billy joel,32,29,I've got a jazz guitar
zanzibar,billy joel,32,30,I've got a tab at Zanzibar
zanzibar,billy joel,32,31,Tonight that's where I'll be
the bridge,billy joel,11,0,I know you well enough to tell you've got your reasons
the bridge,billy joel,11,1,That's not the kind of code you're inclined to break
the bridge,billy joel,11,2,Some things unknown are best left alone foreverAnd if a vow is what it takes
