song,artist,total_phrase,phrase_count,lyric
the key to gramercy park,deadsy,35,8,When you're inside
the key to gramercy park,deadsy,35,9,And you thought to take a walk in the park
the key to gramercy park,deadsy,35,10,Think someone is about to be carved
the key to gramercy park,deadsy,35,11,From the other side of the Underscene
the key to gramercy park,deadsy,35,12,To the boulevard of broken dreams
the key to gramercy park,deadsy,35,13,To find the key to Gramercy Park
the key to gramercy park,deadsy,35,14,I got the key, key to Gramercy Park
the key to gramercy park,deadsy,35,15,Where it's safe to be afraid of the dark
the key to gramercy park,deadsy,35,16,Maybe there we'll fuck by the heavenly stars
the key to gramercy park,deadsy,35,17,But I might, might miss breaking in through the bars
the key to gramercy park,deadsy,35,18,From the other side of the Underscene
the key to gramercy park,deadsy,35,19,To the boulevard of broken dreams
the key to gramercy park,deadsy,35,20,To find the key to Gramercy Park
the key to gramercy park,deadsy,35,21,In the other time of mother speed
the key to gramercy park,deadsy,35,22,Through evil eyes and make believe
the key to gramercy park,deadsy,35,23,To where we bare the supremacy mark
the key to gramercy park,deadsy,35,24,And never look at the other place
the key to gramercy park,deadsy,35,25,Stay with what's pristine that touches you
the key to gramercy park,deadsy,35,26,Where the peril accentuates
the key to gramercy park,deadsy,35,27,Something that could mean so much to you
the key to gramercy park,deadsy,35,28,Try save a seat in the golden cage
the key to gramercy park,deadsy,35,29,The media mass has still yet to say
the key to gramercy park,deadsy,35,30,To simply pass or rise from the grave
the key to gramercy park,deadsy,35,31,Now I've got the key to Gramercy Park
the key to gramercy park,deadsy,35,32,Out of my way and I'm safe, not afraid of the dark
the key to gramercy park,deadsy,35,33,Now I've got the key to Gramercy Park
the key to gramercy park,deadsy,35,34,But I might, might miss breaking in through the bars
gramercy park,deadsy,35,0,I got the key, key to Gramercy Park
gramercy park,deadsy,35,1,Every night
gramercy park,deadsy,35,2,Looking for the fight
gramercy park,deadsy,35,3,Thoughts on the left
gramercy park,deadsy,35,4,The action's on the right
gramercy park,deadsy,35,5,As you know, the id wasn't meant to be starved
gramercy park,deadsy,35,6,Face white
gramercy park,deadsy,35,7,Revenge of the Hittites
gramercy park,deadsy,35,8,When you're inside
gramercy park,deadsy,35,9,And you thought to take a walk in the park
gramercy park,deadsy,35,10,Think someone is about to be carved
gramercy park,deadsy,35,11,From the other side of the Underscene
gramercy park,deadsy,35,12,To the boulevard of broken dreams
gramercy park,deadsy,35,13,To find the key to Gramercy Park
gramercy park,deadsy,35,14,I got the key, key to Gramercy Park
gramercy park,deadsy,35,15,Where it's safe to be afraid of the dark
gramercy park,deadsy,35,16,Maybe there we'll fuck by the heavenly stars
gramercy park,deadsy,35,17,But I might, might miss breaking in through the bars
gramercy park,deadsy,35,18,From the other side of the Underscene
gramercy park,deadsy,35,19,To the boulevard of broken dreams
gramercy park,deadsy,35,20,To find the key to Gramercy Park
gramercy park,deadsy,35,21,In the other time of mother speed
gramercy park,deadsy,35,22,Through evil eyes and make believe
gramercy park,deadsy,35,23,To where we bare the supremacy mark
gramercy park,deadsy,35,24,And never look at the other place
gramercy park,deadsy,35,25,Stay with what's pristine that touches you
gramercy park,deadsy,35,26,Where the peril accentuates
gramercy park,deadsy,35,27,Something that could mean so much to you
gramercy park,deadsy,35,28,Try save a seat in the golden cage
gramercy park,deadsy,35,29,The media mass has still yet to say
gramercy park,deadsy,35,30,To simply pass or rise from the grave
gramercy park,deadsy,35,31,Now I've got the key to Gramercy Park
gramercy park,deadsy,35,32,Out of my way and I'm safe, not afraid of the dark
gramercy park,deadsy,35,33,Now I've got the key to Gramercy Park
gramercy park,deadsy,35,34,But I might, might miss breaking in through the bars
silver bells,bob dylan,26,0,City sidewalks, busy sidewalks
silver bells,bob dylan,26,1,Dressed in holiday style
silver bells,bob dylan,26,2,In the air
silver bells,bob dylan,26,3,There's a feeling of Christmas
silver bells,bob dylan,26,4,Children laughing, people passing
silver bells,bob dylan,26,5,Meeting smile after smile
silver bells,bob dylan,26,6,And on every street corner you hear
silver bells,bob dylan,26,7,Silver bells, silver bells
silver bells,bob dylan,26,8,It's Christmas time in the city
silver bells,bob dylan,26,9,Ring-a-ling, hear them ring
silver bells,bob dylan,26,10,Soon it will be Christmas day
silver bells,bob dylan,26,11,City street lights
silver bells,bob dylan,26,12,Even stop lights
silver bells,bob dylan,26,13,Blink a bright red and green
silver bells,bob dylan,26,14,As the shoppers rush home
silver bells,bob dylan,26,15,With their treasures
silver bells,bob dylan,26,16,Hear the snow crunch
silver bells,bob dylan,26,17,See the kids bunch
silver bells,bob dylan,26,18,This is Santa's big scene
silver bells,bob dylan,26,19,And above all
silver bells,bob dylan,26,20,This bustle you'll hear
silver bells,bob dylan,26,21,Silver bells, silver bells
silver bells,bob dylan,26,22,It's Christmas time in the city
silver bells,bob dylan,26,23,Ring-a-ling, hear them ring
silver bells,bob dylan,26,24,Soon it will be Christmas day
silver bells,bob dylan,26,25,Soon it will be Christmas day
have yourself a merry little christmas,bob dylan,45,0,Have yourself
have yourself a merry little christmas,bob dylan,45,1,A merry little Christmas
have yourself a merry little christmas,bob dylan,45,2,Let your heart be light
have yourself a merry little christmas,bob dylan,45,3,Next year
have yourself a merry little christmas,bob dylan,45,4,Our troubles
have yourself a merry little christmas,bob dylan,45,5,Will be out of sight
have yourself a merry little christmas,bob dylan,45,6,Have yourself
have yourself a merry little christmas,bob dylan,45,7,A merry little Christmas
have yourself a merry little christmas,bob dylan,45,8,Make the Yule-tide gay
have yourself a merry little christmas,bob dylan,45,9,Next year
have yourself a merry little christmas,bob dylan,45,10,Our troubles
have yourself a merry little christmas,bob dylan,45,11,Will be miles away
have yourself a merry little christmas,bob dylan,45,12,Here we are as in olden days
have yourself a merry little christmas,bob dylan,45,13,Happy golden days of yore
have yourself a merry little christmas,bob dylan,45,14,Faithful friends
have yourself a merry little christmas,bob dylan,45,15,Who are dear to us
have yourself a merry little christmas,bob dylan,45,16,Will be near to us once more
have yourself a merry little christmas,bob dylan,45,17,Someday soon
have yourself a merry little christmas,bob dylan,45,18,We all will be together
have yourself a merry little christmas,bob dylan,45,19,If the fates allow
have yourself a merry little christmas,bob dylan,45,20,Until then we'll
have yourself a merry little christmas,bob dylan,45,21,Have to motor through somehow
have yourself a merry little christmas,bob dylan,45,22,And have yourself
have yourself a merry little christmas,bob dylan,45,23,A merry little Christmas now
have yourself a merry little christmas,bob dylan,45,24,Have yourself
have yourself a merry little christmas,bob dylan,45,25,A merry little Christmas
have yourself a merry little christmas,bob dylan,45,26,Make the Yule-tide gay
have yourself a merry little christmas,bob dylan,45,27,Next year
have yourself a merry little christmas,bob dylan,45,28,Our troubles
have yourself a merry little christmas,bob dylan,45,29,Will be miles away
have yourself a merry little christmas,bob dylan,45,30,Once again
have yourself a merry little christmas,bob dylan,45,31,As in olden days
have yourself a merry little christmas,bob dylan,45,32,Happy golden days of yore
have yourself a merry little christmas,bob dylan,45,33,Faithful friends
have yourself a merry little christmas,bob dylan,45,34,Who are dear to us
have yourself a merry little christmas,bob dylan,45,35,Will be near to us once more
have yourself a merry little christmas,bob dylan,45,36,Someday soon
have yourself a merry little christmas,bob dylan,45,37,We all will be together
have yourself a merry little christmas,bob dylan,45,38,If the fates allow
have yourself a merry little christmas,bob dylan,45,39,So hang a shining star
have yourself a merry little christmas,bob dylan,45,40,Upon the highest bough
have yourself a merry little christmas,bob dylan,45,41,And have yourself
have yourself a merry little christmas,bob dylan,45,42,A merry little Christmas now
have yourself a merry little christmas,bob dylan,45,43,Have yourself
have yourself a merry little christmas,bob dylan,45,44,A merry little Christmas now
big yellow taxi,bob dylan,20,0,They pave paradise, they put up a parking lot
big yellow taxi,bob dylan,20,1,A pink hotel, a boutique and a swinging hot spot
big yellow taxi,bob dylan,20,2,Don't it always go to show
big yellow taxi,bob dylan,20,3,You never know what you got till it's gone?
big yellow taxi,bob dylan,20,4,They paved paradise, they put up a parking lot.
big yellow taxi,bob dylan,20,5,They took all the trees, they put them in a tree museum
big yellow taxi,bob dylan,20,6,They charged the people a dollar and a half just to see them
big yellow taxi,bob dylan,20,7,Don't it always go to show
big yellow taxi,bob dylan,20,8,You never know what you got till it's gone?
big yellow taxi,bob dylan,20,9,They paved paradise, they put up a parking lot.
big yellow taxi,bob dylan,20,10,Hey farmer, farmer, put away the D.D.T
big yellow taxi,bob dylan,20,11,Give me spots on my apples but leave the birds and the bees, please
big yellow taxi,bob dylan,20,12,Don't it always go to show
big yellow taxi,bob dylan,20,13,You never know what you got till it's gone?
big yellow taxi,bob dylan,20,14,They paved paradise, they put up a parking lot.
big yellow taxi,bob dylan,20,15,Late last night I heard my screen door slam
big yellow taxi,bob dylan,20,16,A big yellow bulldozer took away the house and land
big yellow taxi,bob dylan,20,17,Don't it always go to show
big yellow taxi,bob dylan,20,18,You never know what you got till it's gone?
big yellow taxi,bob dylan,20,19,They paved paradise, they put up a parking lot.
this land is your land,bob dylan,24,0,This land is your land, this land is my land
this land is your land,bob dylan,24,1,From the California to the New York Island
this land is your land,bob dylan,24,2,From the Redwood Forest, to the Gulf stream waters
this land is your land,bob dylan,24,3,This land was made for you and me
this land is your land,bob dylan,24,4,As I went walking that ribbon of highway
this land is your land,bob dylan,24,5,I saw above me that endless skyway
this land is your land,bob dylan,24,6,Saw below me the golden valley
this land is your land,bob dylan,24,7,This land was made for you and me
this land is your land,bob dylan,24,8,I roamed and rambled and followed my footsteps
this land is your land,bob dylan,24,9,To the sparkling sands of her diamond deserts
this land is your land,bob dylan,24,10,All around me a voice was sounding
this land is your land,bob dylan,24,11,This land was made for you and me
this land is your land,bob dylan,24,12,When the sun come shining, then I was strolling
this land is your land,bob dylan,24,13,In wheat fields waving and dust clouds rolling
this land is your land,bob dylan,24,14,The voice was chanting as the fog was lifting
this land is your land,bob dylan,24,15,This land was made for you and me
this land is your land,bob dylan,24,16,This land is your land, this land is my land
this land is your land,bob dylan,24,17,From the California to the New York Island
this land is your land,bob dylan,24,18,From the Redwood Forest, to the Gulf stream waters
this land is your land,bob dylan,24,19,This land was made for you and me
this land is your land,bob dylan,24,20,When the sun come shining, then I was strolling
this land is your land,bob dylan,24,21,In wheat fields waving and dust clouds rolling
this land is your land,bob dylan,24,22,The voice was chanting as the fog was lifting
this land is your land,bob dylan,24,23,This land was made for you and me
hard times in new york town,bob dylan,42,0,Come you ladies and you gentlemen, a-listen to my song.
hard times in new york town,bob dylan,42,1,Sing it to you right, but you might think it's wrong.
hard times in new york town,bob dylan,42,2,Just a little glimpse of a story I'll tell
hard times in new york town,bob dylan,42,3,'Bout an east coast city that you all know well.
hard times in new york town,bob dylan,42,4,It's hard times in the city,
hard times in new york town,bob dylan,42,5,Livin' down in New York town.
hard times in new york town,bob dylan,42,6,Old new york city is a friendly old town,
hard times in new york town,bob dylan,42,7,From Washington heights to Harlem on down.
hard times in new york town,bob dylan,42,8,There's a-mighty many people all millin' all around,
hard times in new york town,bob dylan,42,9,They'll kick you when you're up and knock you when you're down.
hard times in new york town,bob dylan,42,10,It's hard times in the city,
hard times in new york town,bob dylan,42,11,Livin' down in New York town.
hard times in new york town,bob dylan,42,12,It's a mighty long ways from the Golden Gate
hard times in new york town,bob dylan,42,13,To Rockefeller plaza n' the Empire State.
hard times in new york town,bob dylan,42,14,Mister Rockefeller sets up as high as a bird,
hard times in new york town,bob dylan,42,15,Old mister empire never says a word.
hard times in new york town,bob dylan,42,16,It's hard times from the country,
hard times in new york town,bob dylan,42,17,Livin' down in New York town.
hard times in new york town,bob dylan,42,18,Well, it's up in the mornin' tryin' to fins a job of work.
hard times in new york town,bob dylan,42,19,Stand in one place till your feet begin to hurt.
hard times in new york town,bob dylan,42,20,If you go a lot o' money you can make yourself merry,
hard times in new york town,bob dylan,42,21,If you only got a nickel, it's the Staten island ferry.
hard times in new york town,bob dylan,42,22,And it's hard times in the city,
hard times in new york town,bob dylan,42,23,Livin' down in New York town.
hard times in new york town,bob dylan,42,24,Mister Hudson come a-sailin' down the stream
hard times in new york town,bob dylan,42,25,And old Mister Minuet paid for his dream.
hard times in new york town,bob dylan,42,26,Bought your city on a one-way track,
hard times in new york town,bob dylan,42,27,If I had my way I'd sell it right back.
hard times in new york town,bob dylan,42,28,And it's hard times in the city,
hard times in new york town,bob dylan,42,29,Livin' down in New York town.
hard times in new york town,bob dylan,42,30,I'll take all the smog in California
hard times in new york town,bob dylan,42,31,'N every bit of dust in the Oklahoma plains,
hard times in new york town,bob dylan,42,32,'N the dirt in the caves of the Rocky Mountain mines.
hard times in new york town,bob dylan,42,33,It's all much cleaner than the New York kind.
hard times in new york town,bob dylan,42,34,And it's hard times in the city,
hard times in new york town,bob dylan,42,35,Livin' down in New York town.
hard times in new york town,bob dylan,42,36,So all you newsy people, spreadin' the news around,
hard times in new york town,bob dylan,42,37,You see'n listen to m' story, listen to m' song.
hard times in new york town,bob dylan,42,38,You see'n step on my name, you see'n try 'n' get me beat,
hard times in new york town,bob dylan,42,39,When I leave New York, I'll be standin' on my feet.
hard times in new york town,bob dylan,42,40,Hard times in the city,
hard times in new york town,bob dylan,42,41,Livin' down in New York town.
the boxer,bob dylan,33,0,I am just a poor boy
the boxer,bob dylan,33,1,Though my story's seldom told
the boxer,bob dylan,33,2,I have squandered my resistance
the boxer,bob dylan,33,3,For a pocketful of mumbles
the boxer,bob dylan,33,4,Such are promises
the boxer,bob dylan,33,5,All lies and jest
the boxer,bob dylan,33,6,Still a man hears what he wants to hear
the boxer,bob dylan,33,7,And disregards the rest
the boxer,bob dylan,33,8,When I left my home and family
the boxer,bob dylan,33,9,I was no more than a boy
the boxer,bob dylan,33,10,In the company of strangers
the boxer,bob dylan,33,11,In the quiet of the railway station
the boxer,bob dylan,33,12,Running scared
the boxer,bob dylan,33,13,Laying low
the boxer,bob dylan,33,14,Seeking out the poorer quarters
the boxer,bob dylan,33,15,Where the ragged people go
the boxer,bob dylan,33,16,Looking for the places
the boxer,bob dylan,33,17,Only they would know
the boxer,bob dylan,33,18,Asking only workman's wages
the boxer,bob dylan,33,19,I come looking for a job
the boxer,bob dylan,33,20,But I get no offers
the boxer,bob dylan,33,21,Just a come on from the whores
the boxer,bob dylan,33,22,On Seventh Avenue
the boxer,bob dylan,33,23,I do declare
the boxer,bob dylan,33,24,There were times when I was so lonesome
the boxer,bob dylan,33,25,I took some comfort there
the boxer,bob dylan,33,26,Then I'm laying out my winter clothes
the boxer,bob dylan,33,27,And wishing I was gone
the boxer,bob dylan,33,28,Going home
the boxer,bob dylan,33,29,Where the New York city winters
the boxer,bob dylan,33,30,Aren't bleeding me
the boxer,bob dylan,33,31,Leading me
the boxer,bob dylan,33,32,Going home
joey,bob dylan,68,0,Born in Red Hook, Brooklyn, in the year of who knows when
joey,bob dylan,68,1,Opened up his eyes to the tune of an accordion
joey,bob dylan,68,2,Always on the outside of whatever side there was
joey,bob dylan,68,3,When they asked him why it had to be that way, well, he answered, just because
joey,bob dylan,68,4,Larry was the oldest, Joey was next to last
joey,bob dylan,68,5,They called Joe Crazy, the baby they called Kid Blast
joey,bob dylan,68,6,Some say they lived off gambling and runnin' numbers too
joey,bob dylan,68,7,It always seemed they got caught between the mob and the men in blue
joey,bob dylan,68,8,Joey, Joey
joey,bob dylan,68,9,King of the streets, child of clay
joey,bob dylan,68,10,Joey, Joey
joey,bob dylan,68,11,What made them want to come and blow you away
joey,bob dylan,68,12,There was talk they killed their rivals, but the truth was far from that
joey,bob dylan,68,13,No one ever knew for sure where they were really at
joey,bob dylan,68,14,When they tried to strangle Larry, Joey almost got hit the roof
joey,bob dylan,68,15,He went out that night to seek revenge, thinkin' he was bulletproof
joey,bob dylan,68,16,Then, the war broke out at the break of dawn, it emptied out the streets
joey,bob dylan,68,17,Joey and his brothers suffered terrible defeats
joey,bob dylan,68,18,Till they ventured out behind the lines and took five prisoners
joey,bob dylan,68,19,They stashed them away in a basement, called them amateurs
joey,bob dylan,68,20,The hostages were tremblin' when they heard a man exclaim
joey,bob dylan,68,21,Let's blow this place to kingdom come, let Con Edison take the blame
joey,bob dylan,68,22,But Joey stepped up, he raised his hand, said, we're not those kind of men
joey,bob dylan,68,23,It's peace and quiet that we need to go back to work again
joey,bob dylan,68,24,Joey, Joey
joey,bob dylan,68,25,King of the streets, child of clay
joey,bob dylan,68,26,Joey, Joey
joey,bob dylan,68,27,What made them want to come and blow you away
joey,bob dylan,68,28,The police department hounded him, they called him Mr. Smith
joey,bob dylan,68,29,They got him on conspiracy, they were never sure who with
joey,bob dylan,68,30,What time is it? said the judge to Joey when they met
joey,bob dylan,68,31,Five to ten, said Joey, the judge says, that's exactly what you get
joey,bob dylan,68,32,He did ten years in Attica, reading Nietzsche and Wilhelm Reich
joey,bob dylan,68,33,They threw him in the hole one time for tryin' to stop a strike
joey,bob dylan,68,34,His closest friends were black men 'cause they seemed to understand
joey,bob dylan,68,35,What it's like to be in society with a shackle on your hand
joey,bob dylan,68,36,They let him out in '71 he'd lost a little weight
joey,bob dylan,68,37,But he dressed like Jimmy Cagney and I swear he did look great
joey,bob dylan,68,38,He tried to find the way back into the life he left behind
joey,bob dylan,68,39,To the boss he said, I have returned and now I want what's mine
joey,bob dylan,68,40,Joey, Joey
joey,bob dylan,68,41,King of the streets, child of clay
joey,bob dylan,68,42,Joey, Joey
joey,bob dylan,68,43,What made them want to come and blow you away
joey,bob dylan,68,44,It was true that in his later years he would not carry a gun
joey,bob dylan,68,45,I'm around too many children, he'd say, they should never know of one
joey,bob dylan,68,46,Yet he walked right into the clubhouse of his lifelong deadly foe
joey,bob dylan,68,47,Emptied out the register, said, tell 'em it was Crazy Joe
joey,bob dylan,68,48,One day they blew him down in a clam bar in New York
joey,bob dylan,68,49,He could see it comin' through the door as he lifted up his fork
joey,bob dylan,68,50,He pushed the table over to protect his family
joey,bob dylan,68,51,Then he staggered out into the streets of Little Italy
joey,bob dylan,68,52,Joey, Joey
joey,bob dylan,68,53,King of the streets, child of clay
joey,bob dylan,68,54,Joey, Joey
joey,bob dylan,68,55,What made them want to come and blow you away
joey,bob dylan,68,56,Sister Jacqueline and Carmela and mother Mary all did weep
joey,bob dylan,68,57,I heard his best friend Frankie say, he ain't dead, he's just asleep
joey,bob dylan,68,58,Then I saw the old man's limousine head back towards the grave
joey,bob dylan,68,59,I guess he had to say one last goodbye to the son that he could not save
joey,bob dylan,68,60,The sun turned cold over President Street and the town of Brooklyn mourned
joey,bob dylan,68,61,They said a mass in the old church near the house where he was born
joey,bob dylan,68,62,And someday if God's in heaven overlookin' His preserve
joey,bob dylan,68,63,I know the men that shot him down will get what they deserve
joey,bob dylan,68,64,Joey, Joey
joey,bob dylan,68,65,King of the streets, child of clay
joey,bob dylan,68,66,Joey, Joey
joey,bob dylan,68,67,What made them want to come and blow you away
positively 4th street,bob dylan,24,0,You've got a lotta nerve to say you are my friend
positively 4th street,bob dylan,24,1,When I was down you just stood there grinnin'
positively 4th street,bob dylan,24,2,You've got a lotta nerve to say you got a helping hand to lend
positively 4th street,bob dylan,24,3,You just want to be on the side that's winnin'
positively 4th street,bob dylan,24,4,You say I let you down, ya know its not like that
positively 4th street,bob dylan,24,5,If you're so hurt, why then don't you show it?
positively 4th street,bob dylan,24,6,You say you've lost your faith, but that's not where its at
positively 4th street,bob dylan,24,7,You have no faith to lose, and ya know it
positively 4th street,bob dylan,24,8,I know the reason, that you talked behind my back
positively 4th street,bob dylan,24,9,I used to be among the crowd you're in with
positively 4th street,bob dylan,24,10,Do you take me for such a fool, to think I'd make contact
positively 4th street,bob dylan,24,11,With the one who tries to hide what he don't know to begin with?
positively 4th street,bob dylan,24,12,You see me on the street, you always act surprised
positively 4th street,bob dylan,24,13,You say "how are you?", "good luck", but ya don't mean it
positively 4th street,bob dylan,24,14,When you know as well as me, you'd rather see me paralyzed
positively 4th street,bob dylan,24,15,Why don't you just come out once and scream it
positively 4th street,bob dylan,24,16,No, I do not feel that good when I see the heartbreaks you embrace
positively 4th street,bob dylan,24,17,If I was a master thief perhaps I'd rob them
positively 4th street,bob dylan,24,18,And tho I know you're dissatisfied with your position and your place
positively 4th street,bob dylan,24,19,Don't you understand, its not my problem?
positively 4th street,bob dylan,24,20,I wish that for just one time you could stand inside my shoes
positively 4th street,bob dylan,24,21,And just for that one moment I could be you
positively 4th street,bob dylan,24,22,Yes, I wish that for just one time you could stand inside my shoes
positively 4th street,bob dylan,24,23,You'd know what a drag it is to see you
desolation row,bob dylan,60,0,They're selling postcards of the hanging, they're painting the passports brown
desolation row,bob dylan,60,1,The beauty parlor is filled with sailors, the circus is in town
desolation row,bob dylan,60,2,Here comes the blind commissioner, they've got him in a trance
desolation row,bob dylan,60,3,One hand is tied to the tight-rope walker, the other is in his pants
desolation row,bob dylan,60,4,And the riot squad they're restless, they need somewhere to go
desolation row,bob dylan,60,5,As Lady and I look out tonight, from Desolation Row
desolation row,bob dylan,60,6,Cinderella, she seems so easy, "It takes one to know one," she smiles
desolation row,bob dylan,60,7,And puts her hands in her back pockets Bette Davis style
desolation row,bob dylan,60,8,And in comes Romeo, he's moaning. "You Belong to Me I Believe"
desolation row,bob dylan,60,9,And someone says, "You're in the wrong place, my friend, you'd better leave"
desolation row,bob dylan,60,10,And the only sound that's left after the ambulances go
desolation row,bob dylan,60,11,Is Cinderella sweeping up on Desolation Row
desolation row,bob dylan,60,12,Now the moon is almost hidden, the stars are beginning to hide
desolation row,bob dylan,60,13,The fortune telling lady has even taken all her things inside
desolation row,bob dylan,60,14,All except for Cain and Abel and the hunchback of Notre Dame
desolation row,bob dylan,60,15,Everybody is making love or else expecting rain
desolation row,bob dylan,60,16,And the Good Samaritan, he's dressing, he's getting ready for the show
desolation row,bob dylan,60,17,He's going to the carnival tonight on Desolation Row
desolation row,bob dylan,60,18,Ophelia, she's 'neath the window for her I feel so afraid
desolation row,bob dylan,60,19,On her twenty-second birthday she already is an old maid
desolation row,bob dylan,60,20,To her, death is quite romantic she wears an iron vest
desolation row,bob dylan,60,21,Her profession's her religion, her sin is her lifelessness
desolation row,bob dylan,60,22,And though her eyes are fixed upon Noah's great rainbow
desolation row,bob dylan,60,23,She spends her time peeking into Desolation Row
desolation row,bob dylan,60,24,Einstein, disguised as Robin Hood with his memories in a trunk
desolation row,bob dylan,60,25,Passed this way an hour ago with his friend, a jealous monk
desolation row,bob dylan,60,26,Now he looked so immaculately frightful as he bummed a cigarette
desolation row,bob dylan,60,27,And he when off sniffing drainpipes and reciting the alphabet
desolation row,bob dylan,60,28,You would not think to look at him, but he was famous long ago
desolation row,bob dylan,60,29,For playing the electric violin on Desolation Row
desolation row,bob dylan,60,30,Dr. Filth, he keeps his world inside of a leather cup
desolation row,bob dylan,60,31,But all his sexless patients, they're trying to blow it up
desolation row,bob dylan,60,32,Now his nurse, some local loser, she's in charge of the cyanide hole
desolation row,bob dylan,60,33,And she also keeps the cards that read, "Have Mercy on His Soul"
desolation row,bob dylan,60,34,They all play on the penny whistles, you can hear them blow
desolation row,bob dylan,60,35,If you lean your head out far enough from Desolation Row
desolation row,bob dylan,60,36,Across the street they've nailed the curtains, they're getting ready for the feast
desolation row,bob dylan,60,37,The Phantom of the Opera in a perfect image of a priest
desolation row,bob dylan,60,38,They are spoon feeding Casanova to get him to feel more assured
desolation row,bob dylan,60,39,Then they'll kill him with self-confidence after poisoning him with words
desolation row,bob dylan,60,40,And the Phantom's shouting to skinny girls, "Get outta here if you don't know"
desolation row,bob dylan,60,41,Casanova is just being punished for going to Desolation Row"
desolation row,bob dylan,60,42,At midnight all the agents and the superhuman crew
desolation row,bob dylan,60,43,Come out and round up everyone that knows more than they do
desolation row,bob dylan,60,44,Then they bring them to the factory where the heart-attack machine
desolation row,bob dylan,60,45,Is strapped across their shoulders and then the kerosene
desolation row,bob dylan,60,46,Is brought down from the castles by insurance men who go
desolation row,bob dylan,60,47,Check to see that nobody is escaping to Desolation Row
desolation row,bob dylan,60,48,Praise be to Nero's Neptune, the Titanic sails at dawn
desolation row,bob dylan,60,49,Everybody's shouting, "Which side are you on?!"
desolation row,bob dylan,60,50,And Ezra Pound and T.S. Eliot fighting in the captain's tower
desolation row,bob dylan,60,51,While calypso singers laugh at them and fishermen hold flowers
desolation row,bob dylan,60,52,Between the windows of the sea where lovely mermaids flow
desolation row,bob dylan,60,53,And nobody has to think too much about Desolation Row
desolation row,bob dylan,60,54,Yes, I received your letter yesterday, about the time the doorknob broke
desolation row,bob dylan,60,55,When you asked me how I was doing, was that some kind of joke
desolation row,bob dylan,60,56,All these people that you mention, yes, I know them, they're quite lame
desolation row,bob dylan,60,57,I had to rearrange their faces and give them all another name
desolation row,bob dylan,60,58,Right now, I can't read too good, don't send me no more letters no
desolation row,bob dylan,60,59,Not unless you mail them from Desolation Row
hurricane,bob dylan,99,0,Pistol shots ring out in the barroom night
hurricane,bob dylan,99,1,Enter Patty Valentine from the upper hall
hurricane,bob dylan,99,2,She sees a bartender in a pool of blood
hurricane,bob dylan,99,3,Cries out my God, they killed them all
hurricane,bob dylan,99,4,Here comes the story of the Hurricane
hurricane,bob dylan,99,5,The man the authorities came to blame
hurricane,bob dylan,99,6,For somethin' that he never done
hurricane,bob dylan,99,7,Put in a prison cell, but one time he could-a been
hurricane,bob dylan,99,8,The champion of the world
hurricane,bob dylan,99,9,Three bodies lyin' there does Patty see
hurricane,bob dylan,99,10,And another man named Bello, movin' around mysteriously
hurricane,bob dylan,99,11,I didn't do it, he says, and he throws up his hands
hurricane,bob dylan,99,12,I was only robbin' the register, I hope you understand
hurricane,bob dylan,99,13,I saw them leavin', he says, and he stops
hurricane,bob dylan,99,14,One of us had better call up the cops
hurricane,bob dylan,99,15,And so Patty calls the cops
hurricane,bob dylan,99,16,And they arrive on the scene with their red lights flashin'
hurricane,bob dylan,99,17,In the hot New Jersey night
hurricane,bob dylan,99,18,Meanwhile, far away in another part of town
hurricane,bob dylan,99,19,Rubin Carter and a couple of friends are drivin' around
hurricane,bob dylan,99,20,Number one contender for the middleweight crown
hurricane,bob dylan,99,21,Had no idea what kinda shit was about to go down
hurricane,bob dylan,99,22,When a cop pulled him over to the side of the road
hurricane,bob dylan,99,23,Just like the time before and the time before that
hurricane,bob dylan,99,24,In Paterson that's just the way things go
hurricane,bob dylan,99,25,If you're black you might as well not show up on the street
hurricane,bob dylan,99,26,'Less you want to draw the heat
hurricane,bob dylan,99,27,Alfred Bello had a partner and he had a rap for the cops
hurricane,bob dylan,99,28,Him and Arthur Dexter Bradley were just out prowlin' around
hurricane,bob dylan,99,29,He said, I saw two men runnin' out, they looked like middleweights
hurricane,bob dylan,99,30,They jumped into a white car with out-of-state plates
hurricane,bob dylan,99,31,And Miss Patty Valentine just nodded her head
hurricane,bob dylan,99,32,Cop said, wait a minute, boys, this one's not dead
hurricane,bob dylan,99,33,So they took him to the infirmary
hurricane,bob dylan,99,34,And though this man could hardly see
hurricane,bob dylan,99,35,They told him that he could identify the guilty men
hurricane,bob dylan,99,36,Four in the mornin' and they haul Rubin in
hurricane,bob dylan,99,37,They took him to the hospital and they brought him upstairs
hurricane,bob dylan,99,38,The wounded man looks up through his one dyin' eye
hurricane,bob dylan,99,39,Says, wha'd you bring him in here for? He ain't the guy!
hurricane,bob dylan,99,40,Here's the story of the Hurricane
hurricane,bob dylan,99,41,The man the authorities came to blame
hurricane,bob dylan,99,42,For somethin' that he never done
hurricane,bob dylan,99,43,Put in a prison cell, but one time he could-a been
hurricane,bob dylan,99,44,The champion of the world
hurricane,bob dylan,99,45,Four months later, the ghettos are in flame
hurricane,bob dylan,99,46,Rubin's in South America, fightin' for his name
hurricane,bob dylan,99,47,While Arthur Dexter Bradley's still in the robbery game
hurricane,bob dylan,99,48,And the cops are puttin' the screws to him, lookin' for somebody to blame
hurricane,bob dylan,99,49,Remember that murder that happened in a bar
hurricane,bob dylan,99,50,Remember you said you saw the getaway car
